id,title,cuisine,phone,feature,zipcode,street_addr
1255,Foreign Cinema," American (New),Mediterranean",4156487600,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94110,2534 Mission street
1256,Seven Hills," Italian,Seafood,Desserts",4157751550,"reservations, creditCard, bikeParking, waiterService",94109,1550 Hyde street
1257,The Morris, American (New),4156128480,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94110,2501 Mariposa street
1258,Bacco, Italian,4152824969,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService, caters",94114,737 Diamond street
1259,Avedano’s Holly Park Market," Meat Shops,Butcher,Sandwiches",4152856328,"takeout, creditCard, bikeParking, caters",94110,235 Cortland avenue
1260,Blue Plate," American (Traditional),Desserts,Tapas/Small Plates",4152826777,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService, caters",94110,3218 Mission street
1261,House of Prime Rib," American (Traditional),Steakhouses",4158854605,"reservations, creditCard, goodForKids, goodForGroups, waiterService",94109,1906 Van Ness avenue
1262,Absinthe Brasserie &amp; Bar," French,Breakfast & Brunch,Bars",4155511590,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94102,398 Hayes street
1263,Stones Throw, American (New),4157962901,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94109,1896 Hyde street
1264,Poesia," Italian,Bars",4152529325,"reservations, delivery, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService, caters",94114,4072 18th street
1265,Rich Table, American (New),4153559085,"reservations, creditCard, bikeParking, waiterService",94102,199 Gough street
1266,Frascati," Italian,Mediterranean",4159281406,"reservations, takeout, creditCard, bikeParking, waiterService",94109,1901 Hyde street
1267,Kokkari Estiatorio," Greek,Mediterranean",4159810983,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94111,200 Jackson street
1268,Tekka Japanese Restaurant," Japanese,Sushi Bars",,"hasTV, waiterService",94118,537 Balboa street
1269,Contigo," Spanish,Tapas Bars",4152850250,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94114,1320 Castro street
1270,Ichido," Seafood,Japanese,Asian Fusion",,"reservations, creditCard, bikeParking, goodForGroups, caters",94107,687 Minna street
1271,3rd Cousin, American (New),4158143709,"reservations, creditCard, bikeParking, goodForGroups, waiterService, caters",94110,919 Cortland avenue
1272,Mathilde French Bistro," French,Desserts,Salad",4155466128,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94107,315 5th street
1273,The House, Asian Fusion,4159868612,"reservations, takeout, creditCard, bikeParking, waiterService",94133,1230 Grant avenue
1274,Locanda," Italian,Bars",4158636800,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94110,557 Valencia street
1275,Monsieur Benjamin," French,Wine Bars,Desserts",4154032233,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94102,451 Gough street
1276,AsiaSF," Asian Fusion,Dance Clubs",4152552742,"reservations, takeout, creditCard, goodForGroups, waiterService",94103,201 9th street
1277,AL’s Place," Seafood,Vegetarian,American (New)",4154166136,"reservations, creditCard, waiterService",94110,1499 Valencia street
1278,Bellota," Spanish,Seafood,Tapas Bars",4154306580,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94103,888 Brannan street
1279,Bourbon &amp; Branch," Cocktail Bars,Venues & Event Spaces,Speakeasies",4153461735,"reservations, creditCard, goodForGroups",94102,501 Jones street
1280,Trestle, American (New),4157720922,"reservations, creditCard, waiterService",94133,531 Jackson street
1281,Octavia, American (New),4154087507,"reservations, creditCard, bikeParking, waiterService",94109,1701 Octavia street
1282,Bouche, French,4159560396,"reservations, creditCard, waiterService",94108,603 Bush street
1283,1601 Bar &amp; Kitchen," Asian Fusion,Wine Bars,Sri Lankan",4155521601,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94103,1601 Howard street
1284,Aatxe," Tapas/Small Plates,Spanish",4154712977,"reservations, creditCard, bikeParking, goodForGroups, waiterService, caters",94114,2174 Market street
1285,Zuni Café," American (New),Salad,Cafes",4155522522,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94102,1658 Market street
1286,Commonwealth, American (New),4153551500,"reservations, creditCard, bikeParking, waiterService",94110,2224 Mission street
1287,DOSA on Fillmore, Indian,4154413672,"reservations, takeout, creditCard, applePay, bikeParking, goodForGroups, waiterService, caters",94115,1700 Fillmore street
1288,Aster," American (New),Breakfast & Brunch,Beer, Wine & Spirits",4158759810,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94110,1001 Guerrero street
1289,Capannina, Italian,4154098001,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94123,1809 Union street
1290,Mourad Restaurant," Moroccan,American (New)",4156602500,"reservations, creditCard, goodForGroups, waiterService",94105,140 New Montgomery street
1291,Kabuto Restaurant," Sushi Bars,Japanese",4157525652,"reservations, takeout, creditCard, bikeParking, waiterService",94118,5121 Geary boulevard
1292,Allegro Romano," Italian,Seafood",4159284002,"reservations, takeout, creditCard, bikeParking, waiterService",94109,1701 Jones street
1293,Garibaldi’s, American (New),4155638841,"reservations, takeout, creditCard, goodForGroups, waiterService",94115,347 Presidio avenue
1294,Press Club," Wine Bars,Venues & Event Spaces",4157445000,"reservations, creditCard, applePay, bikeParking, goodForGroups, hasTV",94103,20 Yerba Buena Ln
1295,Yuzuki Japanese Eatery, Izakaya,4155569898,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94110,598 Guerrero street
1296,Cockscomb," Bars,American (New),Live/Raw Food",4159740700,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94107,564 4th street
1297,Isa Restaurant," French,Gluten-Free,Venues & Event Spaces",4155679588,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94123,3324 Steiner street
1298,Ristorante Milano, Italian,4156732961,"reservations, takeout, creditCard, bikeParking, waiterService",94109,1448 Pacific avenue
1299,Terzo," Mediterranean,Tapas/Small Plates",4154413200,"reservations, takeout, creditCard, goodForGroups, outdoorSeating, waiterService",94123,3011 Steiner street
1300,Terroir Natural Wine Merchant," Wine Bars,Venues & Event Spaces,Beer, Wine & Spirits",4155589946,"creditCard, bikeParking, goodForGroups",94103,1116 Folsom street
1301,Garçon, French,4154018959,"reservations, takeout, creditCard, goodForGroups, outdoorSeating, waiterService",94110,1101 Valencia street
1302,Izakaya Rintaro," Tapas/Small Plates,Izakaya",4155897022,"reservations, creditCard, goodForGroups, outdoorSeating, waiterService, caters",94103,82 14th street
1303,Zushi Puzzle," Sushi Bars,Japanese",4159319319,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94123,1910 Lombard street
1304,Albona Ristorante Istriano, Italian,4154411040,"reservations, takeout, creditCard, goodForGroups, waiterService",94133,545 Francisco street
1305,Hakkasan," American (New),Cantonese,Dim Sum",4158298148,"reservations, creditCard, goodForGroups, waiterService",94108,1 Kearny street
1306,1760, American (New),4153591212,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94109,1760 Polk street
1307,Restaurant Jeanne D’ Arc, French,4154213154,"reservations, creditCard, goodForGroups, waiterService",94108,715 Bush street
1308,Piqueo’s," Latin American,Peruvian",4152828812,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94110,830 Cortland avenue
1309,Ruth’s Chris Steak House," Steakhouses,Wine Bars",4156730557,"reservations, takeout, creditCard, goodForGroups, waiterService",94109,1601 Van Ness avenue
1310,Nihon Whisky Lounge," Japanese,Lounges,Whiskey Bars",4155524400,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94103,1779 Folsom street
1311,San Francisco Champagne Society, Champagne Bars,,"reservations, creditCard, goodForGroups, hasTV",94103,1097 Howard street
1312,Flour + Water," Italian,Pizza",4158267000,"reservations, creditCard, bikeParking, waiterService",94110,2401 Harrison street
1313,1300 on Fillmore," Lounges,American (New),Venues & Event Spaces",4157717100,"reservations, takeout, creditCard, goodForGroups, waiterService, caters",94115,1300 Fillmore street
1314,Nomica," Japanese,Cocktail Bars,Wine Bars",4156553280,"reservations, creditCard, goodForGroups, waiterService, caters",94114,2223 Market street
1315,Chouchou French Bistro, French,4152420960,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService, caters",94116,400 Dewey boulevard
1316,Linden Room, Cocktail Bars,4158297565,"creditCard, bikeParking",94102,330 Gough street
1317,Catch," Seafood,Breakfast & Brunch,American (New)",4154315000,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService",94114,2362 Market street
1318,Okoze Sushi," Sushi Bars,Japanese,Tapas/Small Plates",4155673397,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94109,1207 Union street
1319,The Saratoga," American (New),Bars",4159326464,"reservations, takeout, creditCard, goodForGroups, waiterService",94109,1000 Larkin street
1320,The Cavalier," American (New),British,Cocktail Bars",4153216000,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94103,360 Jessie street
1321,SPQR," Italian,Wine Bars",4157717779,"reservations, takeout, creditCard, bikeParking, outdoorSeating, waiterService",94115,1911 Fillmore street
1322,The Fly Trap," Bars,American (New)",4152430580,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService, caters",94107,606 Folsom street
1323,Canyon Market," Grocery,Sandwiches",4155869999,"takeout, creditCard, bikeParking, goodForKids, outdoorSeating",94131,2815 Diamond street
1324,OPT Optometric," Optometrists,Eyewear & Opticians",4158142564,creditCard,94110,1415 Valencia street
1325,Amber India," Indian,Desserts,Buffets",4157770500,"reservations, takeout, creditCard, applePay, bikeParking, goodForKids, goodForGroups, waiterService, caters",94103,25 Yerba Buena Ln
1326,Sociale, Italian,4159213200,"reservations, creditCard, goodForGroups, outdoorSeating, waiterService, caters",94118,3665 Sacramento street
1327,Kappou Gomi, Japanese,4152215353,"reservations, creditCard, goodForGroups, waiterService",94121,5524 Geary boulevard
1328,Cafe Jacqueline, French,4159815565,"reservations, creditCard, waiterService",94133,1454 Grant avenue
1329,Steel + Lacquer, Hair Salons,6284005907,"creditCard, applePay, bikeParking, goodForKids",94103,14 10th street
1330,Nico," American (New),French",4153591000,"reservations, creditCard, goodForGroups, waiterService",94115,3228 Sacramento Street
1331,St. Regis Hotel Lobby Bar, Bars,4152844000,"creditCard, bikeParking, goodForGroups",94103,125 3rd street
1332,Rue Lepic, French,4154746070,"reservations, creditCard, bikeParking, waiterService",94108,900 Pine street
1333,Cafe Claude," French,Venues & Event Spaces",4153923505,"reservations, takeout, creditCard, goodForGroups, outdoorSeating, waiterService",94108,7 Claude Ln
1334,SPICE Supper Club, American (New),4156098492,"reservations, goodForGroups, waiterService",94131,Church street
1335,Veo Optics, Eyewear & Opticians,4158612020,"creditCard, bikeParking",94114,798 Valencia street
1336,Ke’s Seafood BBQ," Seafood,Barbeque,Asian Fusion",4157424877,"reservations, delivery, takeout, creditCard, goodForKids, goodForGroups, hasTV, waiterService",94122,1358 9th avenue
1337,Mason Pacific," American (New),Seafood",4153747185,"reservations, creditCard, goodForGroups, outdoorSeating, waiterService",94133,1358 Mason street
1338,CALA," Mexican,Breakfast & Brunch,Cocktail Bars",4156607701,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94102,149 Fell street
1339,Gitane Restaurant," French,Bars,Spanish",4157886686,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94108,6 Claude Ln
1340,BIX," American (Traditional),Bars,Music Venues",4154336300,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94133,56 Gold street
1341,Park Tavern," American (New),Breakfast & Brunch",4159897300,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94133,1652 Stockton street
1342,Eye Gotcha Optometric," Optometrists,Eyewear & Opticians",4154312988,"creditCard, bikeParking",94114,586 Castro street
1343,Edgewise Arts, Framing,4159709515,"creditCard, bikeParking",94110,3481 19th street
1344,Fringale," French,Basque",4155430573,"reservations, takeout, creditCard, bikeParking, waiterService",94107,570 4th street
1345,The Rotunda," American (New),Tea Rooms",4152492720,"reservations, creditCard, applePay, goodForGroups, waiterService",94108,150 Stockton street
1346,Bobo’s," Steakhouses,Seafood",4154418880,"reservations, takeout, creditCard, goodForGroups, waiterService",94123,1450 Lombard street
1347,Central Kitchen, American (New),4158267004,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94110,3000 20th street
1348,Bar Agricole," Bars,American (New)",4153559400,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94103,355 11th street
1349,Uma Casa, Portuguese,4158292264,"reservations, takeout, creditCard, goodForKids, goodForGroups, hasTV, waiterService",94131,1550 Church street
1350,FORM8 Tattoo, Tattoo,4158292811,bikeParking,94110,3049 22nd Street
1351,Chotto," Japanese,Sushi Bars,Gluten-Free",4154412223,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94123,3317 Steiner street
1352,Perbacco, Italian,4159550663,"reservations, creditCard, goodForGroups, waiterService",94111,230 California street
1353,Makeup by Stacy McClure, Makeup Artists,4153770855,bikeParking,94110,
1354,Wayfare Tavern, American (Traditional),4157729060,"reservations, takeout, creditCard, goodForGroups, outdoorSeating, waiterService",94111,558 Sacramento street
1355,Bluestem Brasserie, Brasseries,4155471111,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService",94103,One Yerba Buena Ln
1356,54 Mint - Ristorante Italiano," Italian,Diners,Cocktail Bars",4155435100,"reservations, takeout, creditCard, goodForGroups, outdoorSeating, waiterService",94103,16 Mint Plz
1357,Cocotte, French,4152924415,"reservations, takeout, creditCard, outdoorSeating, waiterService",94109,1521 Hyde street
1358,Twenty Five Lusk," American (New),Lounges",8889956648,"reservations, creditCard, bikeParking, goodForGroups, waiterService",94107,25 Lusk street
1359,ICHI Sushi," Japanese,Sushi Bars",4155254750,"reservations, creditCard, bikeParking, waiterService",94110,3369 Mission street
1360,Earthbody," Massage,Day Spas,Skin Care",4155527200,"creditCard, bikeParking",94102,534 Laguna street
1361,The Hancock Room," Lounges,Cocktail Bars",4156996545,"creditCard, bikeParking, goodForGroups",94133,1350 Powell street
1362,Maybeck’s," American (New),Italian,Cocktail Bars",4154008500,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService",94123,3213 Scott street
1363,Venticello Ristorante, Italian,4159222545,"reservations, creditCard, bikeParking, waiterService",94108,1257 Taylor street
1364,Tadich Grill," Seafood,American (Traditional)",4153911849,"takeout, creditCard, goodForGroups, waiterService",94111,240 California street
1365,Dainese D-Store," Motorcycle Gear,Ski & Snowboard Shops",4156265478,"creditCard, applePay, bikeParking",94103,131 S Van Ness avenue
1366,Leo’s Oyster Bar," Bars,Seafood",4158729982,"reservations, takeout, creditCard, waiterService",94111,568 Sacramento street
1367,Seventh Son Tattoo, Tattoo,4155517766,bikeParking,94103,765 Clementina street
1368,Music Exchange, Musical Instruments & Teachers,4155520445,creditCard,94102,700 Van Ness avenue
1369,Tawla," Mediterranean,Tapas/Small Plates",4158142704,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94103,206 Valencia street
1370,Cotogna, Italian,4157758508,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94133,490 Pacific avenue
1371,Pabu," Japanese,Sushi Bars,Cocktail Bars",4156687228,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService, caters",94111,101 California street
1372,The Lounge at The Ritz-Carlton," Lounges,American (New)",4152967465,"reservations, creditCard, goodForGroups, hasTV, waiterService, caters",94108,600 Stockton street
1373,SF Guitarworks," Musical Instruments & Teachers,Electronics Repair,Musical Instrument Services",4158655424,"creditCard, bikeParking",94103,323 Potrero avenue
1374,Dark Garden," Lingerie,Bridal",4154317684,"creditCard, bikeParking",94102,321 Linden street
1375,Tsunami Panhandle," Sushi Bars,Japanese",4155677664,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94117,1306 Fulton street
1376,Pak Oriental Rug," Carpet Cleaning,Rugs",4158639910,"creditCard, bikeParking",,
1377,Roy’s Restaurant," Seafood,Steakhouses,Asian Fusion",4157770277,"reservations, creditCard, applePay, bikeParking, goodForGroups, hasTV, waiterService, caters",94105,575 Mission street
1378,Luce," American (New),Desserts,Wine Bars",4156166566,"reservations, creditCard, goodForGroups, waiterService",,
1379,Maria Lee Makeup and Hair," Makeup Artists,Hair Salons,Eyelash Service",4159020625,"creditCard, bikeParking",94115,2074 Ellis street
1380,Le Colonial," Vietnamese,Venues & Event Spaces,French",4159313600,"reservations, creditCard, goodForGroups, outdoorSeating, waiterService, caters",94109,20 Cosmo Pl
1381,Sushi Hon," Japanese,Sushi Bars",4155254527,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService",94110,2598 Harrison Street
1382,El Mansour, Moroccan,4157512312,"reservations, creditCard, bikeParking, goodForKids, goodForGroups, waiterService",94121,3119 Clement street
1383,Hillstone," American (New),Diners,Wine Bars",4153929280,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService",94111,1800 Montgomery street
1384,Crustacean Restaurant," Asian Fusion,Vietnamese",4157762722,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94109,1475 Polk street
1385,Scoma’s Restaurant," Seafood,Italian",4157714383,"reservations, takeout, creditCard, bikeParking, goodForKids, goodForGroups, hasTV, waiterService",94133,1965 Al Scoma Way
1386,Coqueta," Spanish,Tapas/Small Plates",4157048866,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94105,The Embarcadero
1387,Idle Hand Tattoo Studio, Tattoo,4155524353,bikeParking,94117,575 Haight street
1388,Blowfish Sushi," Sushi Bars,Japanese",4152853848,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, hasTV, waiterService, caters",94110,2170 Bryant street
1389,Bobo’s Burger Bar, Burgers,4156837007,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94123,1434 Lombard street
1390,The Speakeasy SF," Performing Arts,Speakeasies",4158919744,"reservations, creditCard, goodForGroups",94133,
1391,Trou Normand," Cocktail Bars,Breakfast & Brunch",4159750876,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94105,140 New Montgomery street
1392,Fogo de Chão Brazilian Steakhouse," Brazilian,Steakhouses",4154270004,"reservations, creditCard, goodForKids, goodForGroups, waiterService",94103,201 3rd street
1393,The New Wheel Electric Bikes," Bikes,Bike Repair/Maintenance",4155247362,"creditCard, applePay, bikeParking",94110,420 Cortland avenue
1394,5A5 Steak Lounge, Steakhouses,4159892539,"reservations, takeout, creditCard, goodForGroups, waiterService",94111,244 Jackson street
1395,Eyes On Twenty-Fourth Optometry," Optometrists,Eyewear & Opticians",4152821366,"creditCard, bikeParking",94114,4110 24th street
1396,Prospect, American (New),4152477770,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService",94105,300 Spear street
1397,Florio Bar &amp; Cafe," Italian,Mediterranean,Bars",4157754300,"reservations, takeout, creditCard, applePay, bikeParking, goodForGroups, outdoorSeating, waiterService",94115,1915 Fillmore street
1398,Gaspar Brasserie," Brasseries,French,Cocktail Bars",4155768800,"reservations, takeout, creditCard, goodForGroups, waiterService, caters",94104,185 Sutter street
1399,Forbes Island," American (New),Seafood,Wine Bars",4159514900,"reservations, creditCard, goodForGroups, outdoorSeating, waiterService",94133,Pier 41
1400,Hair Caffe, Hair Salons,4155254678,"creditCard, applePay, bikeParking, goodForKids",94115,2176 Sutter street
1401,"Suetake Bros, Inc", Jewelry,4153918047,bikeParking,94108,210 Post street
1402,Scala’s Bistro, Italian,4153958555,"reservations, creditCard, goodForGroups, waiterService",94102,432 Powell street
1403,Bernal Heights Hill Wide Garage Sale," Local Flavor,Shopping",,"bikeParking, goodForKids",94110,Bernal Heights boulevard
1404,Piperade," Spanish,Basque",4153912555,"reservations, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService, caters",94111,1015 Battery street
1405,Tailored Salon, Hair Stylists,4158513930,"creditCard, bikeParking",94108,266 Sutter street
1406,Thanh Long," Seafood,Vietnamese",4156651146,"reservations, takeout, creditCard, goodForKids, goodForGroups, waiterService",94122,4101 Judah street
1407,Da Flora-A Venetian Osteria, Italian,4159814664,"reservations, creditCard, bikeParking, waiterService",94133,701 Columbus avenue
1408,La Mar Cebichería Peruana," Latin American,Seafood,Peruvian",4153978880,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94111,Pier 1 1/2 The Embarcadero
1409,Mission Bicycle," Bikes,Bike Rentals",4156836166,"creditCard, bikeParking, goodForKids",94110,766 Valencia street
1410,Greens Restaurant," Vegetarian,Vegan,Gluten-Free",4157716222,"reservations, takeout, creditCard, bikeParking, goodForGroups, waiterService, caters",94123,Fort Mason
1411,Triple Twist Makeup &amp; Hair Design," Makeup Artists,Hair Salons",8888656960,"creditCard, bikeParking",94102,870 Market street
1412,Scholar Tattoo, Tattoo,4154004306,bikeParking,94110,3340 22nd street
1413,Town Hall," American (New),Wine Bars,Desserts",4159083900,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService",94105,342 Howard street
1414,Chaya Brasserie," Japanese,American (New),Tapas/Small Plates",4157778688,"reservations, takeout, creditCard, bikeParking, goodForGroups, outdoorSeating, waiterService, caters",94105,132 The Embarcadero
1415,The Barrel Room," Wine Bars,American (New),Cocktail Bars",4159566900,"reservations, takeout, creditCard, bikeParking, goodForGroups, hasTV, waiterService",94111,415 Sansome street
1416,A16," Italian,Pizza",4157712216,"reservations, creditCard, bikeParking, goodForGroups, waiterService, caters",94123,2355 Chestnut street
1417,Gentle Star Medspa," Skin Care,Laser Hair Removal,Medical Spas",4156180108,"creditCard, bikeParking",94103,14 Mint Plz
1418,Edo Salon, Hair Salons,4158610131,"creditCard, bikeParking",94117,601 Haight street
1419,CODE Salon," Hair Salons,Waxing,Skin Care",4156248340,"creditCard, bikeParking",94107,370 4th street
1420,John Francis Spa," Skin Care,Massage,Hair Removal",4158613000,"creditCard, bikeParking",94114,4200 18th street
1421,Archer Salon, Hair Salons,4154333334,"creditCard, bikeParking",94108,33 Grant avenue
1422,Bubble Pop Electric Salon, Hair Salons,4153469864,"creditCard, bikeParking, goodForKids",94115,2434 California street
1423,Dax and Lindsay’s Thermal Reconditioning, Hair Salons,4152650123,creditCard,94108,11 Tillman Pl
1424,Living Greens," Juice Bars & Smoothies,Caterers",4156029513,"creditCard, bikeParking",94110,331 Cortland avenue
1425,SF Music Together," Specialty Schools,Musical Instruments & Teachers",4157451495,creditCard,94117,1350 Waller street
1426,Zoë Bikini," Women's Clothing,Swimwear",4158703372,"creditCard, bikeParking",94110,3386 18th street
1427,Patrick Evan Hair Salon," Hair Stylists,Blow Dry/Out Services,Hair Extensions",4154211111,creditCard,94108,55 Grant avenue
1428,Indigo, American (New),4156739353,"reservations, creditCard, goodForGroups, waiterService",94102,687 Mcallister street
1429,John Fluevog Shoes, Shoe Stores,4154369784,"creditCard, bikeParking",94117,1697 Haight street
1430,Bi-Rite Market," Specialty Food,Caterers,Grocery",4152419760,"takeout, creditCard, applePay, bikeParking",94110,3639 18th street
1431,Underglass Custom Framing, Framing,4152529844,"creditCard, bikeParking",94114,268 Church street
1432,The Epicurean Trader," Specialty Food,Beer, Wine & Spirits,Grocery",4158729484,"takeout, creditCard, applePay, bikeParking, caters",94110,401 Cortland avenue
1433,Diy Wedding Rings, Jewelry,4155051623,"creditCard, bikeParking",94110,1258 Valencia street
1434,Morphic," Hair Salons,Makeup Artists",4157896682,"creditCard, applePay, bikeParking, goodForKids",94104,660 Market street
1435,Izzy’s Steak &amp; Chop House, Steakhouses,4155630487,"reservations, takeout, creditCard, bikeParking, goodForGroups, hasTV, waiterService",94123,3349 Steiner street
1436,Mission Workshop," Luggage,Outdoor Gear",4158647225,"creditCard, applePay, bikeParking",94110,541 Valencia street
1437,Leatherneck Steakhouse, Steakhouses,4156736672,"reservations, creditCard, goodForGroups, hasTV, waiterService",94102,609 Sutter street
1438,Artisan Eyelashes," Eyelash Service,Waxing",4158100799,"creditCard, applePay",94108,391 Sutter street
1439,Wes Pine, Hair Salons,4154020111,"creditCard, applePay, goodForKids",94102,555 Sutter street
1440,Tone Of Music Audio," Electronics,Home Theatre Installation,High Fidelity Audio Equipment",4158606818,"creditCard, bikeParking",,
